,AWS 정보,강수량,WBGT,지역구,행정동,신고대분류,신고세부항목,신고건수
18650,950,0.0,17.7315685762345,9,10,0,5,2.0
18651,950,0.0,17.7315685762345,9,10,1,8,1.0
18652,950,0.0,17.7315685762345,9,28,0,0,1.0
18653,950,0.0,17.7315685762345,9,28,0,1,1.0
18654,950,0.0,17.7315685762345,9,28,0,5,2.0
18655,950,0.0,17.7315685762345,9,28,1,0,1.0
18656,950,0.0,17.7315685762345,9,28,2,11,1.0
18657,950,0.0,17.7315685762345,9,131,0,0,1.0
18658,950,0.0,17.7315685762345,9,131,0,1,1.0
18659,950,0.0,17.7315685762345,9,131,0,5,1.0
18660,159,0.0,20.640432046916075,10,20,2,11,1.0
18661,159,0.0,20.640432046916075,10,66,2,9,1.0
18662,159,0.0,20.640432046916075,10,66,2,11,1.0
18663,159,0.0,20.640432046916075,10,74,0,0,1.0
18664,159,0.0,20.640432046916075,10,74,0,5,1.0
18665,159,0.0,20.640432046916075,10,90,0,0,1.0
18666,937,0.0,20.333267241829034,11,8,0,5,3.0
18667,937,0.0,20.333267241829034,11,8,2,11,1.0
18668,937,0.0,20.333267241829034,11,22,0,0,1.0
18669,937,0.0,20.333267241829034,11,22,0,1,1.0
18670,937,0.0,20.333267241829034,11,54,0,5,1.0
18671,940,0.0,20.922612344065506,12,6,0,1,1.0
18672,940,0.0,20.922612344065506,12,6,0,5,1.0
18673,940,0.0,20.922612344065506,12,93,0,5,3.0
18674,159,0.0,20.640432046916075,13,84,2,9,1.0
18675,159,0.0,20.640432046916075,14,23,0,5,1.0
18676,159,0.0,20.640432046916075,14,70,0,1,1.0
18677,159,0.0,20.640432046916075,14,96,0,1,1.0
18678,159,0.0,20.640432046916075,14,118,2,11,1.0
18679,937,0.0,20.333267241829034,15,55,0,5,1.0
18680,937,0.0,20.333267241829034,15,56,0,1,2.0
18681,937,0.0,20.333267241829034,15,56,2,11,1.0
18682,937,0.0,20.333267241829034,15,79,1,10,2.0
18683,937,0.0,20.333267241829034,15,101,0,5,2.0
18684,937,0.0,20.333267241829034,15,101,2,11,1.0
18685,937,0.0,20.333267241829034,15,108,0,0,1.0
18686,937,0.0,20.333267241829034,15,108,0,1,2.0
18687,904,0.0,21.244082575354653,0,4,0,1,1.0
18688,904,0.0,21.244082575354653,0,50,0,0,1.0
18689,904,0.0,21.244082575354653,0,50,0,5,1.0
18690,904,0.0,21.244082575354653,0,50,2,9,1.0
18691,937,0.0,22.201472344589252,0,79,2,11,1.0
18692,950,0.0,19.55388188774296,0,87,0,0,1.0
18693,950,0.0,19.55388188774296,0,87,0,1,1.0
18694,940,0.0,21.499039192964158,1,12,0,5,2.0
18695,940,0.0,21.499039192964158,1,75,0,5,2.0
18696,939,0.0,21.24867299503895,1,123,2,9,1.0
18697,923,0.0,22.86663535049473,2,18,0,0,1.0
18698,923,0.0,22.86663535049473,2,103,0,0,1.0
18699,923,0.0,22.86663535049473,2,106,0,1,1.0
18700,923,0.0,22.86663535049473,2,106,1,8,1.0
18701,923,0.0,22.86663535049473,2,111,0,0,1.0
18702,923,0.0,22.86663535049473,2,111,0,5,1.0
18703,923,0.0,22.86663535049473,2,111,2,11,1.0
18704,942,0.0,21.678494704178057,3,1,2,11,1.0
18705,942,0.0,21.651196940136938,3,32,0,0,1.0
18706,942,0.0,21.62389917609582,3,52,0,0,1.0
18707,942,0.0,21.596601412054696,3,100,0,0,1.0
18708,942,0.0,21.596601412054696,3,100,0,1,1.0
18709,942,0.0,21.596601412054696,3,100,0,5,2.0
18710,942,0.0,21.569303648013577,4,58,0,0,1.0
18711,159,0.0,21.29993313740125,4,82,0,5,1.0
18712,159,0.0,21.29993313740125,4,82,2,11,1.0
18713,942,0.0,21.542005883972458,4,113,0,1,1.0
18714,942,0.0,21.542005883972458,4,113,1,0,1.0
18715,159,0.0,21.29993313740125,4,125,0,5,1.0
18716,159,0.0,21.29993313740125,4,125,2,11,1.0
18717,940,0.0,21.499039192964158,5,71,0,1,1.0
18718,940,0.0,21.499039192964158,5,80,0,1,1.0
18719,940,0.0,21.499039192964158,5,80,2,11,1.0
18720,940,0.0,21.499039192964158,5,98,0,5,1.0
18721,940,0.0,21.499039192964158,5,98,2,11,1.0
18722,938,0.0,20.942431432432855,6,0,0,5,2.0
18723,938,0.0,20.942431432432855,6,5,1,0,1.0
18724,938,0.0,20.942431432432855,6,29,2,11,2.0
18725,942,0.0,21.905407367769868,6,60,0,1,1.0
18726,942,0.0,21.905407367769868,6,60,0,5,1.0
18727,938,0.0,20.942431432432855,6,69,0,1,1.0
18728,938,0.0,20.942431432432855,6,69,0,5,2.0
18729,940,0.0,21.499039192964158,6,91,2,11,1.0
18730,941,0.0,21.72748516183836,6,94,0,0,1.0
18731,938,0.0,20.942431432432855,6,109,2,11,1.0
18732,941,0.0,21.72748516183836,6,126,0,0,1.0
18733,941,0.0,21.72748516183836,7,14,0,1,1.0
18734,941,0.0,21.72748516183836,7,15,0,5,1.0
18735,941,0.0,21.72748516183836,7,15,2,11,2.0
18736,941,0.0,21.72748516183836,7,39,0,0,2.0
18737,941,0.0,21.72748516183836,7,39,0,5,1.0
18738,941,0.0,21.72748516183836,7,46,2,11,1.0
18739,941,0.0,21.72748516183836,7,133,0,1,1.0
18740,941,0.0,21.72748516183836,7,133,2,11,1.0
18741,904,0.0,21.244082575354653,8,2,0,0,1.0
18742,904,0.0,21.244082575354653,8,9,0,5,1.0
18743,904,0.0,21.244082575354653,8,51,0,1,1.0
18744,904,0.0,21.244082575354653,8,72,2,11,1.0
18745,938,0.0,20.942431432432855,8,114,0,0,1.0
18746,938,0.0,20.942431432432855,8,114,0,5,1.0
18747,904,0.0,21.244082575354653,8,132,2,9,1.0
18748,950,0.0,19.55388188774296,9,10,2,11,2.0
18749,159,0.0,21.29993313740125,9,13,0,5,1.0
18750,950,0.0,19.55388188774296,9,28,0,1,1.0
18751,950,0.0,19.55388188774296,9,28,0,5,2.0
18752,950,0.0,19.55388188774296,9,86,0,5,1.0
18753,950,0.0,19.55388188774296,9,86,2,11,2.0
18754,950,0.0,19.55388188774296,9,105,0,5,1.0
18755,159,0.0,21.29993313740125,10,20,0,1,1.0
18756,159,0.0,21.29993313740125,10,66,2,11,1.0
18757,159,0.0,21.29993313740125,10,90,0,1,1.0
18758,159,0.0,21.29993313740125,10,90,1,0,1.0
18759,937,0.0,22.201472344589252,11,8,0,1,1.0
18760,937,0.0,22.201472344589252,11,8,1,0,1.0
18761,937,0.0,22.201472344589252,11,8,2,11,1.0
18762,937,0.0,22.201472344589252,11,54,0,1,3.0
18763,940,0.0,21.499039192964158,12,6,0,0,1.0
18764,940,0.0,21.499039192964158,12,6,0,5,1.0
18765,940,0.0,21.499039192964158,12,6,2,11,1.0
18766,940,0.0,21.499039192964158,12,93,0,1,1.0
18767,159,0.0,21.29993313740125,13,124,0,1,2.0
18768,159,0.0,21.29993313740125,14,70,0,0,1.0
18769,159,0.0,21.29993313740125,14,118,0,5,1.0
18770,937,0.0,22.201472344589252,15,55,0,1,1.0
18771,937,0.0,22.201472344589252,15,55,0,5,1.0
18772,937,0.0,22.201472344589252,15,56,0,1,1.0
18773,937,0.0,22.201472344589252,15,56,0,5,2.0
18774,940,0.0,21.499039192964158,15,76,2,11,1.0
18775,937,0.0,22.201472344589252,15,79,0,1,1.0
18776,937,0.0,22.201472344589252,15,79,1,10,1.0
18777,937,0.0,22.201472344589252,15,79,2,11,1.0
18778,937,0.0,22.201472344589252,15,101,0,0,4.0
18779,937,0.0,22.201472344589252,15,101,0,5,2.0
18780,937,0.0,22.201472344589252,15,101,1,8,1.0
18781,937,0.0,22.201472344589252,15,108,0,0,1.0
18782,937,0.0,22.201472344589252,15,108,0,5,1.0
18783,937,0.0,22.201472344589252,15,112,0,5,1.0
18784,904,0.0,21.149131370653507,0,4,0,1,1.0
18785,904,0.0,21.149131370653507,0,33,0,1,1.0
18786,904,0.0,21.149131370653507,0,34,0,0,1.0
18787,921,0.0,23.688057967439846,0,78,0,1,1.0
18788,937,0.0,22.592037792943383,0,79,1,0,1.0
18789,937,0.0,22.592037792943383,0,79,2,11,1.0
18790,941,0.0,22.424584848195842,1,17,0,1,1.0
18791,939,0.0,21.236207311808393,1,25,0,5,1.0
18792,940,0.0,21.9719895134409,1,65,2,11,1.0
18793,939,0.0,21.236207311808393,1,123,0,5,1.0
18794,923,0.0,22.362818149239093,2,18,0,0,2.0
18795,923,0.0,22.362818149239093,2,18,0,5,1.0
18796,923,0.0,22.362818149239093,2,103,0,0,1.0
18797,923,0.0,22.362818149239093,2,103,1,10,1.0
18798,923,0.0,22.362818149239093,2,106,0,1,1.0
18799,923,0.0,22.362818149239093,2,111,0,1,1.0
18800,939,0.0,21.236207311808393,2,122,0,0,2.0
18801,942,0.0,22.420302974686717,3,32,0,0,1.0
18802,942,0.0,22.499844162561683,3,52,0,5,1.0
18803,942,0.0,22.579385350436652,3,99,1,0,1.0
18804,942,0.0,22.658926538311622,3,100,0,1,1.0
18805,942,0.0,22.658926538311622,3,100,0,5,2.0
18806,942,0.0,22.738467726186588,4,113,0,1,1.0
18807,159,0.0,21.72740612034215,4,125,0,5,2.0
18808,940,0.0,21.9719895134409,5,48,0,1,1.0
18809,940,0.0,21.9719895134409,5,49,2,11,1.0
18810,940,0.0,21.9719895134409,5,80,2,11,1.0
18811,940,0.0,21.9719895134409,5,89,0,1,2.0
18812,940,0.0,21.9719895134409,5,98,0,0,1.0
18813,940,0.0,21.9719895134409,5,98,0,1,1.0
18814,938,0.0,21.741197054253206,6,5,0,1,1.0
18815,938,0.0,21.741197054253206,6,5,0,5,1.0
18816,938,0.0,21.741197054253206,6,29,0,5,1.0
18817,938,0.0,21.741197054253206,6,69,0,0,1.0
18818,938,0.0,21.741197054253206,6,69,0,5,3.0
18819,941,0.0,22.424584848195842,7,14,0,0,1.0
18820,941,0.0,22.424584848195842,7,39,0,0,2.0
18821,941,0.0,22.424584848195842,7,39,0,1,1.0
18822,941,0.0,22.424584848195842,7,39,0,5,1.0
18823,941,0.0,22.424584848195842,7,46,0,1,1.0
18824,941,0.0,22.424584848195842,7,133,0,5,1.0
18825,941,0.0,22.424584848195842,7,133,2,11,1.0
18826,904,0.0,21.149131370653507,8,2,0,0,1.0
18827,904,0.0,21.149131370653507,8,9,0,1,1.0
18828,904,0.0,21.149131370653507,8,40,0,5,1.0
18829,904,0.0,21.149131370653507,8,51,0,5,1.0
18830,904,0.0,21.149131370653507,8,92,0,0,1.0
18831,938,0.0,21.741197054253206,8,114,0,1,2.0
18832,904,0.0,21.149131370653507,8,132,2,11,1.0
18833,950,0.0,20.918718386858487,9,10,0,0,1.0
18834,950,0.0,20.918718386858487,9,10,0,1,1.0
18835,950,0.0,20.918718386858487,9,10,0,5,1.0
18836,950,0.0,20.918718386858487,9,10,2,11,1.0
18837,950,0.0,20.918718386858487,9,28,0,1,2.0
18838,950,0.0,20.918718386858487,9,28,1,10,1.0
18839,950,0.0,20.918718386858487,9,30,0,5,1.0
18840,950,0.0,20.918718386858487,9,86,2,11,1.0
18841,950,0.0,20.918718386858487,9,105,0,0,1.0
18842,950,0.0,20.918718386858487,9,131,0,5,1.0
18843,950,0.0,20.918718386858487,9,131,2,11,1.0
18844,159,0.0,21.72740612034215,10,66,2,11,1.0
18845,159,0.0,21.72740612034215,10,74,0,5,1.0
18846,159,0.0,21.72740612034215,10,88,0,5,1.0
18847,937,0.0,22.592037792943383,11,8,0,5,2.0
18848,937,0.0,22.592037792943383,11,22,0,5,1.0
18849,940,0.0,21.9719895134409,12,93,0,0,3.0
18850,940,0.0,21.9719895134409,12,93,0,1,1.0
18851,940,0.0,21.9719895134409,12,93,0,5,1.0
18852,910,0.0,21.86858213262883,13,43,0,5,1.0
18853,159,0.0,21.72740612034215,13,95,0,0,1.0
18854,159,0.0,21.72740612034215,13,95,0,5,1.0
18855,159,0.0,21.72740612034215,13,124,2,11,1.0
18856,159,0.0,21.72740612034215,14,23,0,5,1.0
18857,159,0.0,21.72740612034215,14,36,0,5,1.0
18858,159,0.0,21.72740612034215,14,61,0,1,1.0
18859,937,0.0,22.592037792943383,15,55,0,1,1.0
18860,937,0.0,22.592037792943383,15,55,0,5,1.0
18861,937,0.0,22.592037792943383,15,55,2,11,1.0
18862,937,0.0,22.592037792943383,15,56,0,1,1.0
18863,937,0.0,22.592037792943383,15,79,1,10,1.0
18864,937,0.0,22.592037792943383,15,101,0,1,2.0
18865,937,0.0,22.592037792943383,15,101,0,5,2.0
18866,937,0.0,22.592037792943383,15,101,2,11,1.0
18867,937,0.0,22.592037792943383,15,112,0,5,1.0
18868,937,0.0,22.592037792943383,15,117,0,0,1.0
18869,937,0.0,22.592037792943383,15,117,1,0,1.0
18870,904,0.0,22.791629054018223,0,4,2,11,1.0
18871,904,0.0,22.791629054018223,0,33,0,5,1.0
18872,904,0.0,22.791629054018223,0,50,0,5,1.0
18873,904,0.0,22.791629054018223,0,64,1,0,1.0
18874,904,0.0,22.791629054018223,0,119,2,11,1.0
18875,921,0.0,24.397292774497224,0,121,1,0,1.0
18876,940,0.0,23.312465336417574,1,12,0,5,1.0
18877,941,0.0,23.73082577176471,1,17,0,5,1.0
18878,940,0.0,23.312465336417574,1,65,0,5,3.0
18879,940,0.0,23.312465336417574,1,107,0,5,2.0
18880,939,0.0,21.502741969413425,1,123,0,5,1.0
18881,940,0.0,23.312465336417574,1,135,1,0,1.0
18882,923,0.0,23.61297532804473,2,18,0,5,1.0
18883,923,0.0,23.61297532804473,2,18,1,10,1.0
18884,923,0.0,23.61297532804473,2,103,1,8,1.0
18885,923,0.0,23.61297532804473,2,106,0,5,1.0
18886,923,0.0,23.61297532804473,2,111,0,0,2.0
18887,942,0.0,23.768835643851084,3,1,0,0,1.0
18888,942,0.0,23.768835643851084,3,1,2,11,1.0
18889,942,0.0,23.695066067461347,3,32,0,0,3.0
18890,942,0.0,23.695066067461347,3,32,1,0,1.0
18891,942,0.0,23.695066067461347,3,32,2,11,1.0
18892,942,0.0,23.62129649107161,3,52,0,0,2.0
18893,942,0.0,23.547526914681875,3,99,2,11,1.0
18894,159,0.0,22.555605593948787,4,125,0,5,2.0
18895,940,0.0,23.312465336417574,5,71,0,5,1.0
18896,940,0.0,23.312465336417574,5,80,0,0,1.0
18897,940,0.0,23.312465336417574,5,89,0,1,1.0
18898,940,0.0,23.312465336417574,5,89,0,5,1.0
18899,940,0.0,23.312465336417574,5,98,0,0,1.0
18900,940,0.0,23.312465336417574,5,98,0,5,1.0
18901,940,0.0,23.312465336417574,5,98,1,0,1.0
18902,938,0.0,23.068933810544937,6,0,0,5,2.0
18903,938,0.0,23.068933810544937,6,5,0,5,2.0
18904,938,0.0,23.068933810544937,6,29,0,1,1.0
18905,942,0.0,23.591118028003088,6,60,0,0,1.0
18906,942,0.0,23.591118028003088,6,60,0,5,1.0
18907,938,0.0,23.068933810544937,6,69,0,1,1.0
18908,938,0.0,23.068933810544937,6,69,0,5,2.0
18909,938,0.0,23.068933810544937,6,69,1,0,1.0
18910,940,0.0,23.312465336417574,6,91,0,0,2.0
18911,940,0.0,23.312465336417574,6,91,0,5,1.0
18912,938,0.0,23.068933810544937,6,109,0,0,1.0
18913,941,0.0,23.73082577176471,7,14,1,0,1.0
18914,941,0.0,23.73082577176471,7,15,0,0,1.0
18915,941,0.0,23.73082577176471,7,39,0,5,1.0
18916,941,0.0,23.73082577176471,7,39,1,0,1.0
18917,941,0.0,23.73082577176471,7,39,2,11,1.0
18918,941,0.0,23.73082577176471,7,46,0,1,1.0
18919,904,0.0,22.791629054018223,8,9,0,1,1.0
18920,904,0.0,22.791629054018223,8,9,0,5,1.0
18921,904,0.0,22.791629054018223,8,92,0,0,1.0
18922,938,0.0,23.068933810544937,8,114,0,1,1.0
18923,904,0.0,22.791629054018223,8,132,0,5,1.0
18924,159,0.0,22.555605593948787,9,3,0,0,1.0
18925,950,0.0,21.754764897933686,9,10,0,1,1.0
18926,950,0.0,21.754764897933686,9,28,0,5,2.0
18927,950,0.0,21.754764897933686,9,28,1,10,1.0
18928,950,0.0,21.754764897933686,9,30,0,0,1.0
18929,950,0.0,21.754764897933686,9,86,2,11,2.0
18930,950,0.0,21.754764897933686,9,105,0,0,1.0
18931,950,0.0,21.754764897933686,9,131,0,0,1.0
18932,950,0.0,21.754764897933686,9,131,0,5,1.0
18933,937,0.0,23.144841567789264,11,8,0,0,2.0
18934,937,0.0,23.144841567789264,11,8,0,5,1.0
18935,937,0.0,23.144841567789264,11,8,1,0,1.0
18936,937,0.0,23.144841567789264,11,8,1,10,2.0
18937,940,0.0,23.312465336417574,11,47,0,1,1.0
18938,940,0.0,23.312465336417574,11,47,0,5,1.0
18939,940,0.0,23.312465336417574,11,47,1,0,1.0
18940,940,0.0,23.312465336417574,12,6,0,0,1.0
18941,940,0.0,23.312465336417574,12,6,0,1,1.0
18942,940,0.0,23.312465336417574,12,93,0,0,1.0
18943,940,0.0,23.312465336417574,12,93,0,1,3.0
18944,940,0.0,23.312465336417574,12,93,0,5,4.0
18945,940,0.0,23.312465336417574,12,93,1,0,1.0
18946,940,0.0,23.312465336417574,12,93,2,11,4.0
18947,910,0.0,23.73996146625823,13,43,0,1,1.0
18948,910,0.0,23.73996146625823,13,43,1,8,1.0
18949,910,0.0,23.73996146625823,13,43,1,10,1.0
18950,159,0.0,22.555605593948787,13,63,0,5,1.0
18951,159,0.0,22.555605593948787,14,61,0,0,1.0
18952,937,0.0,23.144841567789264,15,55,0,1,1.0
18953,937,0.0,23.144841567789264,15,56,0,5,1.0
18954,937,0.0,23.144841567789264,15,79,0,5,1.0
18955,937,0.0,23.144841567789264,15,79,1,10,2.0
18956,937,0.0,23.144841567789264,15,101,0,0,1.0
18957,937,0.0,23.144841567789264,15,101,0,1,1.0
18958,904,0.0,22.840387541557178,0,34,0,0,1.0
18959,950,0.0,19.328985825141046,0,87,0,5,1.0
18960,940,0.0,22.709541514645505,1,12,2,9,1.0
18961,941,0.0,21.565851005601075,1,17,0,5,1.0
18962,941,0.0,21.565851005601075,1,17,1,8,1.0
18963,939,0.0,20.250473666747077,1,21,0,0,1.0
18964,939,0.0,20.250473666747077,1,45,0,5,2.0
18965,940,0.0,22.709541514645505,1,65,0,0,1.0
18966,940,0.0,22.709541514645505,1,65,0,1,1.0
18967,940,0.0,22.709541514645505,1,107,0,0,2.0
18968,940,0.0,22.709541514645505,1,107,0,1,1.0
18969,923,0.0,21.89606830676947,2,18,0,0,1.0
18970,923,0.0,21.89606830676947,2,18,0,5,1.0
18971,923,0.0,21.89606830676947,2,106,0,0,2.0
18972,923,0.0,21.89606830676947,2,106,0,1,1.0
18973,923,0.0,21.89606830676947,2,111,0,0,1.0
18974,939,0.0,20.250473666747077,2,122,1,8,1.0
18975,942,0.0,20.87181462498183,3,32,0,1,2.0
18976,942,0.0,20.87181462498183,3,32,0,5,1.0
18977,942,0.0,20.88837935403364,3,52,0,1,1.0
18978,942,0.0,20.904944083085454,3,100,0,1,1.0
18979,942,0.0,20.904944083085454,3,100,0,5,3.0
18980,942,0.0,20.92150881213726,3,102,0,0,1.0
18981,942,0.0,20.938073541189077,4,58,0,5,1.0
18982,159,0.0,21.781574906614388,4,82,2,11,1.0
18983,942,0.0,20.954638270240885,4,113,0,1,1.0
18984,159,0.0,21.781574906614388,4,125,0,5,2.0
18985,940,0.0,22.709541514645505,5,71,0,5,1.0
18986,940,0.0,22.709541514645505,5,89,0,0,1.0
18987,940,0.0,22.709541514645505,5,98,0,0,2.0
18988,940,0.0,22.709541514645505,5,98,0,5,2.0
18989,938,0.0,20.796183506528052,6,0,0,5,1.0
18990,938,0.0,20.796183506528052,6,5,0,5,1.0
18991,938,0.0,20.796183506528052,6,29,0,0,1.0
18992,938,0.0,20.796183506528052,6,29,0,5,1.0
18993,938,0.0,20.796183506528052,6,29,1,8,1.0
18994,938,0.0,20.796183506528052,6,59,0,0,1.0
18995,942,0.0,20.899422506734844,6,60,0,0,1.0
18996,938,0.0,20.796183506528052,6,69,0,0,1.0
18997,941,0.0,21.565851005601075,6,94,1,0,1.0
18998,938,0.0,20.796183506528052,6,109,0,5,2.0
18999,938,0.0,20.796183506528052,6,109,2,11,1.0
19000,941,0.0,21.565851005601075,7,14,0,5,1.0
19001,941,0.0,21.565851005601075,7,15,0,1,1.0
19002,941,0.0,21.565851005601075,7,46,0,5,1.0
19003,941,0.0,21.565851005601075,7,46,1,0,1.0
19004,941,0.0,21.565851005601075,7,46,2,11,1.0
19005,941,0.0,21.565851005601075,7,133,0,0,1.0
19006,904,0.0,22.840387541557178,8,2,0,0,1.0
19007,904,0.0,22.840387541557178,8,40,0,0,2.0
19008,904,0.0,22.840387541557178,8,92,0,0,1.0
19009,904,0.0,22.840387541557178,8,92,0,5,1.0
19010,950,0.0,19.328985825141046,9,28,0,0,1.0
19011,950,0.0,19.328985825141046,9,28,0,5,1.0
19012,950,0.0,19.328985825141046,9,28,1,0,1.0
19013,950,0.0,19.328985825141046,9,30,0,0,1.0
19014,950,0.0,19.328985825141046,9,30,0,5,1.0
19015,159,0.0,21.781574906614388,10,20,0,1,2.0
19016,159,0.0,21.781574906614388,10,90,1,8,1.0
19017,159,0.0,21.781574906614388,10,130,0,0,1.0
19018,937,0.0,21.5694501333556,11,8,0,5,2.0
19019,937,0.0,21.5694501333556,11,54,0,5,1.0
19020,940,0.0,22.709541514645505,12,93,0,1,1.0
19021,940,0.0,22.709541514645505,12,93,0,5,1.0
19022,940,0.0,22.709541514645505,12,93,2,11,1.0
19023,159,0.0,21.781574906614388,13,31,0,5,1.0
19024,159,0.0,21.781574906614388,13,95,0,0,1.0
19025,159,0.0,21.781574906614388,13,124,0,1,1.0
19026,159,0.0,21.781574906614388,14,61,0,0,3.0
19027,159,0.0,21.781574906614388,14,118,1,10,1.0
19028,937,0.0,21.5694501333556,15,56,0,0,1.0
19029,937,0.0,21.5694501333556,15,56,0,5,1.0
19030,940,0.0,22.709541514645505,15,76,0,0,1.0
19031,937,0.0,21.5694501333556,15,79,1,10,2.0
19032,937,0.0,21.5694501333556,15,101,0,1,1.0
19033,937,0.0,21.5694501333556,15,101,0,5,1.0
19034,937,0.0,21.5694501333556,15,101,1,10,3.0
19035,937,0.0,21.5694501333556,15,108,0,0,1.0
19036,937,0.0,21.5694501333556,15,112,0,0,2.0
19037,937,0.0,21.5694501333556,15,112,0,1,1.0
19038,904,0.0,23.55943838180101,0,33,0,1,1.0
19039,904,0.0,23.55943838180101,0,33,2,11,1.0
19040,940,0.0,24.13805091861871,1,12,0,5,1.0
19041,939,0.0,21.63904312440394,1,21,0,0,1.0
19042,939,0.0,21.63904312440394,1,21,0,1,1.0
19043,940,0.0,24.13805091861871,1,65,0,5,1.0
19044,940,0.0,24.13805091861871,1,75,0,5,1.0
19045,940,0.0,24.13805091861871,1,97,1,0,1.0
19046,923,0.0,23.327393651277813,2,18,0,5,1.0
19047,923,0.0,23.327393651277813,2,106,0,0,1.0
19048,923,0.0,23.327393651277813,2,111,0,0,1.0
19049,923,0.0,23.327393651277813,2,111,0,5,1.0
19050,939,0.0,21.63904312440394,2,122,0,0,1.0
19051,942,0.0,20.74810906609909,3,1,0,1,1.0
19052,942,0.0,20.811203997438113,3,32,0,0,1.0
19053,942,0.0,20.811203997438113,3,32,0,5,1.0
19054,942,0.0,20.811203997438113,3,32,2,11,1.0
19055,942,0.0,20.874298928777137,3,52,0,5,1.0
19056,942,0.0,20.937393860116153,3,99,0,5,2.0
19057,942,0.0,21.000488791455176,3,102,0,1,1.0
19058,942,0.0,21.0635837227942,4,58,0,5,1.0
19059,159,0.0,21.79109891334331,4,82,2,11,1.0
19060,159,0.0,21.79109891334331,4,125,0,0,1.0
19061,159,0.0,21.79109891334331,4,125,0,5,1.0
19062,940,0.0,24.13805091861871,5,19,0,0,1.0
19063,940,0.0,24.13805091861871,5,49,0,5,1.0
19064,940,0.0,24.13805091861871,5,49,1,0,1.0
19065,940,0.0,24.13805091861871,5,71,0,0,1.0
19066,940,0.0,24.13805091861871,5,71,0,1,1.0
19067,940,0.0,24.13805091861871,5,80,2,11,1.0
19068,940,0.0,24.13805091861871,5,98,0,0,1.0
19069,940,0.0,24.13805091861871,5,129,0,1,1.0
19070,938,0.0,22.41005171020035,6,0,0,0,1.0
19071,938,0.0,22.41005171020035,6,0,0,5,1.0
19072,938,0.0,22.41005171020035,6,0,2,11,1.0
19073,938,0.0,22.41005171020035,6,5,0,0,1.0
19074,938,0.0,22.41005171020035,6,5,0,5,2.0
19075,938,0.0,22.41005171020035,6,29,0,0,1.0
19076,938,0.0,22.41005171020035,6,29,0,5,1.0
19077,942,0.0,21.28358578601579,6,60,0,0,1.0
19078,938,0.0,22.41005171020035,6,69,0,0,3.0
19079,938,0.0,22.41005171020035,6,69,0,5,1.0
19080,938,0.0,22.41005171020035,6,109,2,11,1.0
19081,941,0.0,22.495600173706947,6,126,0,1,1.0
19082,941,0.0,22.495600173706947,6,126,0,5,1.0
19083,941,0.0,22.495600173706947,7,15,0,1,1.0
19084,941,0.0,22.495600173706947,7,39,0,5,1.0
19085,941,0.0,22.495600173706947,7,46,0,0,1.0
19086,941,0.0,22.495600173706947,7,46,0,5,1.0
19087,941,0.0,22.495600173706947,7,133,0,0,1.0
19088,941,0.0,22.495600173706947,7,133,0,5,2.0
19089,904,0.0,23.55943838180101,8,2,0,5,1.0
19090,904,0.0,23.55943838180101,8,40,0,5,1.0
19091,904,0.0,23.55943838180101,8,51,0,0,1.0
19092,904,0.0,23.55943838180101,8,72,0,1,1.0
19093,904,0.0,23.55943838180101,8,72,0,5,1.0
19094,904,0.0,23.55943838180101,8,92,0,5,2.0
19095,904,0.0,23.55943838180101,8,132,0,1,1.0
19096,159,0.0,21.79109891334331,9,3,2,11,1.0
19097,950,0.0,18.78034539715154,9,86,0,5,1.0
19098,950,0.0,18.78034539715154,9,105,0,1,1.0
19099,159,0.0,21.79109891334331,10,42,0,0,1.0
19100,159,0.0,21.79109891334331,10,88,0,5,1.0
19101,159,0.0,21.79109891334331,10,90,1,0,1.0
19102,159,0.0,21.79109891334331,10,128,0,5,2.0
19103,937,0.0,20.58028617204545,11,8,0,0,1.0
19104,937,0.0,20.58028617204545,11,8,0,5,2.0
19105,940,0.0,24.13805091861871,11,47,0,1,1.0
19106,940,0.0,24.13805091861871,11,47,0,5,1.0
19107,940,0.0,24.13805091861871,12,6,0,0,3.0
19108,940,0.0,24.13805091861871,12,93,0,0,2.0
19109,940,0.0,24.13805091861871,12,93,0,5,4.0
19110,940,0.0,24.13805091861871,12,93,2,11,2.0
19111,159,0.0,21.79109891334331,13,24,0,1,1.0
19112,910,0.0,21.78484076018279,13,43,0,5,2.0
19113,159,0.0,21.79109891334331,13,63,0,0,2.0
19114,159,0.0,21.79109891334331,13,124,0,1,2.0
19115,159,0.0,21.79109891334331,14,23,0,0,1.0
19116,159,0.0,21.79109891334331,14,23,0,5,1.0
19117,159,0.0,21.79109891334331,14,36,0,5,1.0
19118,159,0.0,21.79109891334331,14,118,0,0,2.0
19119,937,0.0,20.58028617204545,15,56,0,5,2.0
19120,937,0.0,20.58028617204545,15,79,1,10,1.0
19121,937,0.0,20.58028617204545,15,101,0,0,2.0
19122,937,0.0,20.58028617204545,15,101,0,1,1.0
19123,937,0.0,20.58028617204545,15,101,0,5,2.0
19124,937,0.0,20.58028617204545,15,101,1,0,1.0
19125,937,0.0,20.58028617204545,15,112,2,11,1.0
19126,937,0.0,20.58028617204545,15,117,0,1,1.0
19127,937,0.0,20.58028617204545,15,117,0,5,1.0
19128,904,0.0,22.733202502384046,0,33,2,16,1.0
19129,904,0.0,22.733202502384046,0,50,0,0,2.0
19130,904,0.0,22.733202502384046,0,50,0,5,1.0
